id.lot;id.tender;date;date.auction;id.procurer;id.bidder;cpv;procedure;threshold;transport;payment;count;expected.value;round.0;round.3;add.agreement;quantity;measurement
UA-2016-12-20-002138-b-L1;UA-2016-12-20-002138-b;20.12.2016;05.01.2017;26371946;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;631575;573814;573814;573814;63600;метри кубічні
UA-2016-12-05-000902-b-L4;UA-2016-12-05-000902-b;05.12.2016;21.12.2016;2909938;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;168716;153378;153378;153378;17;тисяча кубічних метрів
UA-2016-12-29-001058-b-L1;UA-2016-12-29-001058-b;29.12.2016;16.01.2017;4340359;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1036164;1036159;1036159;1036159;114845;метри кубічні
UA-2016-12-29-000197-c-L1;UA-2016-12-29-000197-c;29.12.2016;17.01.2017;26371969;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;730000;729989;729989;729989;80910;метри кубічні
UA-2016-12-01-000662-a-L1;UA-2016-12-01-000662-a;01.12.2016;26.12.2016;37555384;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;768100;692998;692998;692998;76810;метри кубічні
UA-2016-12-08-001455-b-L1;UA-2016-12-08-001455-b;08.12.2016;27.12.2016;1985825;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;933754;924328;924328;924328;102450;метри кубічні
UA-2017-01-06-000248-b-L1;UA-2017-01-06-000248-b;06.01.2017;24.01.2017;41050131;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1153440;1040661;1040661;1040661;115344;метри кубічні
UA-2016-11-21-000557-c-L1;UA-2016-11-21-000557-c;21.11.2016;12.12.2016;40195208;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1400000;1351080;1351080;1351080;149750;метри кубічні
UA-2016-11-23-000591-a-L1;UA-2016-11-23-000591-a;23.11.2016;19.12.2016;5536082;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;660217;656575;656575;656575;72773;метри кубічні
UA-2017-01-06-000364-b-L1;UA-2017-01-06-000364-b;06.01.2017;23.01.2017;40210421;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;300000;270667;270667;270667;30000;метри кубічні
UA-2016-12-08-002121-b-L1;UA-2016-12-08-002121-b;08.12.2016;26.12.2016;20001496;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;297734;270667;270667;270667;30;тисяча кубічних метрів
UA-2016-12-06-001258-a-L1;UA-2016-12-06-001258-a;06.12.2016;23.12.2016;4338836;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;541335;541334;541334;541334;60000;метри кубічні
UA-2016-12-23-000610-a-L1;UA-2016-12-23-000610-a;23.12.2016;11.01.2017;37735655;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;593446;581032;581032;581032;64400;метри кубічні
UA-2016-11-30-001246-a-L1;UA-2016-11-30-001246-a;30.11.2016;22.12.2016;1987244;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;388643;387956;387956;387956;43000;метри кубічні
UA-2016-11-24-001123-c-L1;UA-2016-11-24-001123-c;24.11.2016;14.12.2016;2147196;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;5;3267000;2983860;2794809;2794809;363000;метри кубічні
UA-2016-12-05-000902-b-L5;UA-2016-12-05-000902-b;05.12.2016;21.12.2016;2909938;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;129018;117289;117289;117289;13;тисяча кубічних метрів
UA-2016-12-01-001606-a-L4;UA-2016-12-01-001606-a;01.12.2016;26.12.2016;34984907;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;119000;117289;117289;117289;13;тисяча кубічних метрів
UA-2016-11-25-000683-c-L1;UA-2016-11-25-000683-c;25.11.2016;15.12.2016;21378797;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1065600;982720;978719;978719;118400;метри кубічні
UA-2016-12-12-002138-b-L1;UA-2016-12-12-002138-b;12.12.2016;28.12.2016;2227564;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;304040;274312;274312;274312;30404;метри кубічні
UA-2016-11-16-001134-a-L1;UA-2016-11-16-001134-a;16.11.2016;12.12.2016;23068809;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;358069;321435;321435;321435;35627;метри кубічні
UA-2016-12-16-001669-b-L3;UA-2016-12-16-001669-b;16.12.2016;10.01.2017;26239738;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;335700;322202;322202;322202;35712;метри кубічні
UA-2016-12-16-001669-b-L1;UA-2016-12-16-001669-b;16.12.2016;10.01.2017;26239738;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;213000;204444;204444;204444;22660;метри кубічні
UA-2016-11-14-000669-a-L1;UA-2016-11-14-000669-a;14.11.2016;30.11.2016;1986279;36716332;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;609452;584868;573944;573944;63;тисяча кубічних метрів
UA-2016-11-28-000522-a-L1;UA-2016-11-28-000522-a;28.11.2016;15.12.2016;39851937;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;130302;123749;123749;123749;13716;метри кубічні
UA-2016-12-05-001113-a-L1;UA-2016-12-05-001113-a;05.12.2016;22.12.2016;2227529;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;322100;290606;290606;290606;32210;метри кубічні
UA-2016-10-27-000756-b-L1;UA-2016-10-27-000756-b;27.10.2016;16.11.2016;2125838;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2251300;1739624;1671840;1671840;200000;метри кубічні
UA-2016-12-06-001076-a-L1;UA-2016-12-06-001076-a;06.12.2016;23.12.2016;20952932;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;435100;425379;425379;425379;49000;метри кубічні
UA-2016-11-07-001479-b-L1;UA-2016-11-07-001479-b;07.11.2016;25.11.2016;2545790;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;913313;909500;898607;898607;107000;метри кубічні
UA-2016-11-28-000571-c-L1;UA-2016-11-28-000571-c;28.11.2016;16.12.2016;4377664;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;400000;385445;385445;385445;44400;метри кубічні
UA-2016-12-13-000326-a-L1;UA-2016-12-13-000326-a;13.12.2016;30.12.2016;4527253;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;340000;300142;300142;300142;33000;метри кубічні
UA-2016-12-21-000179-c-L1;UA-2016-12-21-000179-c;21.12.2016;10.01.2017;26137831;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;259000;258992;258992;258992;28706;метри кубічні
UA-2016-11-16-001252-a-L1;UA-2016-11-16-001252-a;16.11.2016;08.12.2016;30342904;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;259824;259304;259304;259304;28510;метри кубічні
UA-2016-12-05-000599-b-L1;UA-2016-12-05-000599-b;05.12.2016;23.12.2016;20993173;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;360000;347248;347248;347248;40000;метри кубічні
UA-2016-12-22-001325-b-L5;UA-2016-12-22-001325-b;22.12.2016;10.01.2017;2361819;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;46386;44453;44453;44453;5100;метри кубічні
UA-2016-12-01-001606-a-L3;UA-2016-12-01-001606-a;01.12.2016;26.12.2016;34984907;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;46000;45111;45111;45111;5;тисяча кубічних метрів
UA-2016-12-09-001908-b-L1;UA-2016-12-09-001908-b;09.12.2016;27.12.2016;37261366;39589441;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;467565;465150;465150;465150;52;тисяча кубічних метрів
UA-2016-11-21-001143-b-L1;UA-2016-11-21-001143-b;21.11.2016;08.12.2016;26418688;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;994650;952267;952267;952267;104700;метри кубічні
UA-2016-12-16-000816-c-L1;UA-2016-12-16-000816-c;16.12.2016;25.01.2017;2071234;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;2;4062115;3947400;3947400;3947400;520000;метри кубічні
UA-2016-12-22-000709-b-L2;UA-2016-12-22-000709-b;22.12.2016;30.01.2017;4062216;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;948500;938709;935019;935019;115890;метри кубічні
UA-2016-12-14-000880-b-L1;UA-2016-12-14-000880-b;14.12.2016;03.01.2017;2230678;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;431117;378173;378173;378173;42949;метри кубічні
UA-2016-12-29-000690-c-L1;UA-2016-12-29-000690-c;29.12.2016;17.01.2017;5408289;36066710;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;2948363;2937835;2937835;2937835;336400;метри кубічні
UA-2016-12-22-000552-c-L1;UA-2016-12-22-000552-c;22.12.2016;10.01.2017;4058640;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1197616;1197502;1197502;1197502;136;тисяча кубічних метрів
UA-2016-11-24-000877-a-L1;UA-2016-11-24-000877-a;24.11.2016;13.12.2016;26281249;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1931733;1889913;1889913;1889913;214637;метри кубічні
UA-2016-12-22-000541-a-L1;UA-2016-12-22-000541-a;22.12.2016;10.01.2017;3189558;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;2113478;2113238;2113238;2113238;240;тисяча кубічних метрів
UA-2016-11-24-000135-a-L1;UA-2016-11-24-000135-a;24.11.2016;19.12.2016;4590990;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;665000;601300;578000;578000;70000;метри кубічні
UA-2016-12-22-002838-b-L1;UA-2016-12-22-002838-b;22.12.2016;10.01.2017;3189570;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;352246;352206;352206;352206;40;тисяча кубічних метрів
UA-2016-12-07-000278-c-L1;UA-2016-12-07-000278-c;07.12.2016;26.12.2016;22200739;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;202000;197959;197959;197959;22;тисяча кубічних метрів
UA-2017-01-13-000820-b-L1;UA-2017-01-13-000820-b;13.01.2017;31.01.2017;3188984;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;832500;830690;830690;830690;94000;метри кубічні
UA-2016-12-14-000915-b-L1;UA-2016-12-14-000915-b;14.12.2016;03.01.2017;4054990;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;530000;521891;521891;521891;58;тисяча кубічних метрів
UA-2016-12-20-000322-a-L1;UA-2016-12-20-000322-a;20.12.2016;06.01.2017;22203235;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;381000;380620;380620;380620;42300;метри кубічні
UA-2016-12-20-000140-c-L1;UA-2016-12-20-000140-c;20.12.2016;13.01.2017;25656612;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;411366;382420;382420;382420;42500;метри кубічні
UA-2016-11-28-000522-a-L3;UA-2016-11-28-000522-a;28.11.2016;15.12.2016;39851937;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;161576;154077;154077;154077;17008;метри кубічні
UA-2016-12-21-000191-c-L1;UA-2016-12-21-000191-c;21.12.2016;17.01.2017;4363260;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;580754;539887;539887;539887;60000;метри кубічні
UA-2016-12-08-000341-c-L1;UA-2016-12-08-000341-c;08.12.2016;27.12.2016;23578747;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;540000;539887;539887;539887;60000;метри кубічні
UA-2016-12-09-000733-b-L1;UA-2016-12-09-000733-b;09.12.2016;27.12.2016;22204915;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1014714;931305;931305;931305;103500;метри кубічні
UA-2016-12-23-000275-b-L1;UA-2016-12-23-000275-b;23.12.2016;10.01.2017;2214490;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;293805;293804;293804;293804;32432;метри кубічні
UA-2016-12-09-001302-b-L1;UA-2016-12-09-001302-b;09.12.2016;27.12.2016;32987864;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;100225;98744;98744;98744;10900;метри кубічні
UA-2016-11-21-000279-a-L1;UA-2016-11-21-000279-a;21.11.2016;07.12.2016;26508173;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;596424;541099;541099;541099;59730;метри кубічні
UA-2016-11-18-001049-a-L1;UA-2016-11-18-001049-a;18.11.2016;06.12.2016;20279688;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1046361;983816;983816;983816;108600;метри кубічні
UA-2016-12-26-000132-a-L1;UA-2016-12-26-000132-a;26.12.2016;11.01.2017;21910232;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;2079043;2079041;2079041;2079041;229498;метри кубічні
UA-2016-12-01-001506-a-L2;UA-2016-12-01-001506-a;01.12.2016;20.12.2016;2128661;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1765831;1765823;1765823;1765823;194923;метри кубічні
UA-2016-11-25-000579-b-L1;UA-2016-11-25-000579-b;25.11.2016;10.01.2017;39568620;39572642;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;протягом розрах періоду;2;3591276;3586952;3586952;3586952;395951;метри кубічні
UA-2016-11-29-000423-a-L1;UA-2016-11-29-000423-a;29.11.2016;19.12.2016;1984754;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1400000;1358246;1358246;1358246;149932;метри кубічні
UA-2016-12-15-001567-b-L1;UA-2016-12-15-001567-b;15.12.2016;03.01.2017;493675;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1830120;1811816;1811816;1811816;200;тисяча кубічних метрів
UA-2016-12-22-001479-b-L1;UA-2016-12-22-001479-b;22.12.2016;16.01.2017;23316220;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;800000;799917;799917;799917;88300;метри кубічні
UA-2016-11-28-000220-a-L1;UA-2016-11-28-000220-a;28.11.2016;19.12.2016;2224442;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;820000;815317;815317;815317;90000;метри кубічні
UA-2016-12-05-000902-b-L1;UA-2016-12-05-000902-b;05.12.2016;21.12.2016;2909938;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1026394;933085;933085;933085;103;тисяча кубічних метрів
UA-2016-12-09-000590-c-L2;UA-2016-12-09-000590-c;09.12.2016;24.01.2017;2144594;39594527;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;до;3;140082;123981;123271;123271;14000;метри кубічні
UA-2016-12-21-001915-b-L1;UA-2016-12-21-001915-b;21.12.2016;06.01.2017;1984636;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;248872;248871;248871;248871;27472;метри кубічні
UA-2016-12-14-000274-b-L1;UA-2016-12-14-000274-b;14.12.2016;30.12.2016;2216000;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;292609;292608;292608;292608;32300;метри кубічні
UA-2016-12-01-001606-a-L1;UA-2016-12-01-001606-a;01.12.2016;26.12.2016;34984907;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;175000;172122;172122;172122;19;тисяча кубічних метрів
UA-2016-12-07-001333-a-L1;UA-2016-12-07-001333-a;07.12.2016;23.12.2016;2216112;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;214000;212888;212888;212888;23500;метри кубічні
UA-2017-01-11-000634-c-L1;UA-2017-01-11-000634-c;11.01.2017;30.01.2017;4052198;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;606295;604800;571201;571201;67200;метри кубічні
UA-2016-12-13-000857-a-L1;UA-2016-12-13-000857-a;13.12.2016;30.12.2016;22057851;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;909506;837237;822555;822555;104134;метри кубічні
UA-2016-10-13-000423-c-L1;UA-2016-10-13-000423-c;13.10.2016;01.11.2016;2144631;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1800000;1705043;1705043;1705043;218595;метри кубічні
UA-2016-12-30-001028-b-L1;UA-2016-12-30-001028-b;30.12.2016;18.01.2017;4591452;39585960;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;2;1107200;973824;973824;973824;108625;метри кубічні
UA-2017-01-04-000152-c-L1;UA-2017-01-04-000152-c;04.01.2017;23.01.2017;1991116;39775542;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;3687600;3284402;3284402;3284402;420000;метри кубічні
UA-2016-12-20-000304-c-L1;UA-2016-12-20-000304-c;20.12.2016;06.01.2017;40212984;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2078454;1581000;1581000;1581000;186000;метри кубічні
UA-2016-12-26-000228-b-L1;UA-2016-12-26-000228-b;26.12.2016;12.01.2017;1992082;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;790120;554364;554364;554364;70800;метри кубічні
UA-2016-12-07-001208-b-L1;UA-2016-12-07-001208-b;07.12.2016;26.12.2016;38566126;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;832500;645000;645000;645000;75000;метри кубічні
UA-2016-12-05-001053-a-L1;UA-2016-12-05-001053-a;05.12.2016;22.12.2016;2143146;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1320000;976800;976800;976800;120000;метри кубічні
UA-2016-11-21-000752-b-L1;UA-2016-11-21-000752-b;21.11.2016;03.01.2017;2144051;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;8200000;5997036;5668094;5668094;745900;метри кубічні
UA-2017-01-11-001019-b-L1;UA-2017-01-11-001019-b;11.01.2017;30.01.2017;3190159;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;432036;380000;355600;355600;40000;метри кубічні
UA-2016-12-26-000921-c-L1;UA-2016-12-26-000921-c;26.12.2016;13.01.2017;2143784;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;3651000;2681042;2681042;2681042;341534;метри кубічні
UA-2016-12-20-001967-b-L1;UA-2016-12-20-001967-b;20.12.2016;06.01.2017;1993457;31767581;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1006296;835758;835758;835758;94500;метри кубічні
UA-2016-12-01-000664-a-L1;UA-2016-12-01-000664-a;01.12.2016;20.12.2016;23067389;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;940593;733320;733320;733320;90000;метри кубічні
UA-2016-12-23-000258-a-L1;UA-2016-12-23-000258-a;23.12.2016;11.01.2017;13578947;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1600000;1330560;1330560;1330560;154000;метри кубічні
UA-2016-10-26-000351-c-L1;UA-2016-10-26-000351-c;26.10.2016;15.11.2016;38072710;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1962810;1637385;1636825;1636825;190550;метри кубічні
UA-2016-11-03-000905-c-L1;UA-2016-11-03-000905-c;03.11.2016;12.12.2016;2143593;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;2;6162000;5160000;5160000;5160000;600000;метри кубічні
UA-2016-12-16-000584-b-L1;UA-2016-12-16-000584-b;16.12.2016;05.01.2017;25205105;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;793118;615738;612250;612250;77500;метри кубічні
UA-2016-12-16-000569-c-L1;UA-2016-12-16-000569-c;16.12.2016;04.01.2017;180611;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;662644;557700;557700;557700;65000;метри кубічні
UA-2016-11-14-000465-b-L1;UA-2016-11-14-000465-b;14.11.2016;01.12.2016;1996326;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1100000;1095120;1095120;1095120;108000;метри кубічні
UA-2016-12-29-000392-b-L1;UA-2016-12-29-000392-b;29.12.2016;17.01.2017;2145168;39525257;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;до;3;1409020;1086980;959100;959100;139000;метри кубічні
UA-2016-11-28-000983-c-L1;UA-2016-11-28-000983-c;28.11.2016;05.01.2017;2147078;38553084;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;4;4614720;3652400;3311540;3311540;460000;метри кубічні
UA-2016-12-09-000590-c-L1;UA-2016-12-09-000590-c;09.12.2016;24.01.2017;2144594;40220890;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;до;4;7914619;6106520;6090700;6090700;791000;метри кубічні
UA-2016-11-29-001476-a-L1;UA-2016-11-29-001476-a;29.11.2016;22.12.2016;38212592;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;900000;742500;742500;742500;90000;метри кубічні
UA-2016-12-01-000120-a-L1;UA-2016-12-01-000120-a;01.12.2016;03.01.2017;2229333;31767581;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;780000;687960;687960;687960;78000;метри кубічні
UA-2016-12-05-000707-a-L1;UA-2016-12-05-000707-a;05.12.2016;28.12.2016;3188487;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;600000;500400;500400;500400;60000;метри кубічні
UA-2016-12-13-000848-a-L1;UA-2016-12-13-000848-a;13.12.2016;29.12.2016;1116472;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;800000;642400;642400;642400;80;тисяча кубічних метрів
UA-2016-12-16-001108-c-L1;UA-2016-12-16-001108-c;16.12.2016;06.01.2017;2144045;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3495240;2754500;2754500;2754500;350000;метри кубічні
UA-2016-12-21-002276-b-L1;UA-2016-12-21-002276-b;21.12.2016;10.01.2017;40202948;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3072344;2525248;2525248;2525248;308710;метри кубічні
UA-2016-12-13-002015-b-L1;UA-2016-12-13-002015-b;13.12.2016;30.12.2016;25242885;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;1600000;1424013;1423080;1423080;160800;метри кубічні
UA-2016-12-06-001476-a-L1;UA-2016-12-06-001476-a;06.12.2016;23.12.2016;21368619;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;990000;823000;823000;823000;100000;метри кубічні
UA-2016-11-28-000330-b-L1;UA-2016-11-28-000330-b;28.11.2016;19.12.2016;2229735;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;986000;810000;760700;760700;100000;метри кубічні
UA-2016-12-16-001782-b-L1;UA-2016-12-16-001782-b;16.12.2016;04.01.2017;40215304;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1905443;1644291;1644291;1644291;193446;метри кубічні
UA-2016-12-15-002186-b-L1;UA-2016-12-15-002186-b;15.12.2016;26.01.2017;2145694;39869593;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;5774026;4649040;4649040;4649040;587000;метри кубічні
UA-2016-11-30-000448-b-L1;UA-2016-11-30-000448-b;30.11.2016;20.12.2016;2125651;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1383210;1150560;1150560;1150560;141000;метри кубічні
UA-2016-11-04-000632-b-L1;UA-2016-11-04-000632-b;04.11.2016;16.12.2016;33465030;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;4;2156000;1948276;1944800;1944800;220000;метри кубічні
UA-2016-12-06-001178-b-L1;UA-2016-12-06-001178-b;06.12.2016;23.12.2016;4406118;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1568000;1360000;1360000;1360000;160000;метри кубічні
UA-2016-12-12-000323-c-L1;UA-2016-12-12-000323-c;12.12.2016;29.12.2016;22401745;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;1171100;1058268;1056380;1056380;119500;метри кубічні
UA-2016-12-13-000506-c-L1;UA-2016-12-13-000506-c;13.12.2016;30.12.2016;4370120;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;730786;660377;659945;659945;74570;метри кубічні
UA-2016-12-26-000853-c-L1;UA-2016-12-26-000853-c;26.12.2016;12.01.2017;22375384;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;627200;566771;566400;566400;64000;метри кубічні
UA-2016-12-12-001659-b-L1;UA-2016-12-12-001659-b;12.12.2016;29.12.2016;25261121;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;539000;487069;486200;486200;55000;метри кубічні
UA-2016-12-12-000456-a-L1;UA-2016-12-12-000456-a;12.12.2016;29.12.2016;20829864;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;441000;398511;397800;397800;45000;метри кубічні
UA-2016-12-22-000709-b-L3;UA-2016-12-22-000709-b;22.12.2016;30.01.2017;4062216;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;2;277500;231460;231460;231460;28400;метри кубічні
UA-2016-11-17-000907-c-L1;UA-2016-11-17-000907-c;17.11.2016;06.12.2016;1992819;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3720000;3215640;3124200;3124200;381000;метри кубічні
UA-2016-12-12-002115-b-L1;UA-2016-12-12-002115-b;12.12.2016;29.12.2016;3190490;38917242;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;999000;871250;871250;871250;102500;метри кубічні
UA-2016-11-22-000776-c-L1;UA-2016-11-22-000776-c;22.11.2016;13.12.2016;2005484;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2423753;2066285;1941810;1941810;248950;метри кубічні
UA-2016-12-06-000188-b-L1;UA-2016-12-06-000188-b;06.12.2016;23.12.2016;4061576;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1598580;1330020;1311630;1311630;164200;метри кубічні
UA-2016-12-02-001470-a-L1;UA-2016-12-02-001470-a;02.12.2016;20.12.2016;1994706;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;435566;382050;382050;382050;45000;метри кубічні
UA-2016-12-22-000467-a-L1;UA-2016-12-22-000467-a;22.12.2016;10.01.2017;2144648;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;да;после;4;434700;398511;398250;398250;45000;метри кубічні
UA-2016-11-28-001307-c-L1;UA-2016-11-28-001307-c;28.11.2016;05.01.2017;2142336;36860996;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;6;14048600;11406722;10474106;10474106;1454939;метри кубічні
UA-2016-12-14-001300-b-L1;UA-2016-12-14-001300-b;14.12.2016;31.01.2017;38307118;38917242;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;после;3;6532635;5198477;5198477;5198477;676885;метри кубічні
